학구ID,학교ID,학교명,학교급구분,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,데이터기준일자,X,Y
Z000100660,B000002543,용호초등학교,초등학교,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2023-03-22,352559.9135141123,294310.46340614994
Z000100889,B000002753,대구불로초등학교,초등학교,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2023-03-22,347392.10145149834,367866.22083137085
Z000101621,B000003478,학하초등학교,초등학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2023-03-22,227966.5244820204,415166.5248065852
Z000101454,B000003264,유촌초등학교,초등학교,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2023-03-22,187029.8490639509,284828.1902298166
Z000101454,B000003264,유촌초등학교,초등학교,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2023-03-22,269438.0879179629,606442.9641068463
Z000100581,B000002438,부민초등학교,초등학교,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2023-03-22,384128.6170376427,280764.4526774834
Z000103118,B000004955,북삼초등학교,초등학교,7800000,강원도교육청,7841000,강원도동해교육지원청,2023-03-22,385811.9071018962,546077.076148347
Z000103118,B000004955,북삼초등학교,초등학교,7800000,강원도교육청,7841000,강원도동해교육지원청,2023-03-22,320977.22891900607,385980.78155138
Z000102349,B000022573,군포신기초등학교,초등학교,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2023-03-22,194055.20753748337,526592.9753763246
Z000100007,B000001867,서울면동초등학교,초등학교,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2023-03-22,207656.03802357428,553971.5745042836
Z000150002,B000001867,서울면동초등학교,초등학교,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2023-03-22,207656.03802357428,553971.5745042836
Z000105920,B000007925,병곡초등학교,초등학교,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2023-03-22,262547.7916136156,326004.7441790211
Z000105920,B000007925,병곡초등학교,초등학교,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2023-03-22,415571.8746936715,447524.982950633
Z000150817,B000007925,병곡초등학교,초등학교,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2023-03-22,262547.7916136156,326004.7441790211
Z000150817,B000007925,병곡초등학교,초등학교,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2023-03-22,415571.8746936715,447524.982950633
Z000150816,B000007925,병곡초등학교,초등학교,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2023-03-22,262547.7916136156,326004.7441790211
Z000150816,B000007925,병곡초등학교,초등학교,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2023-03-22,415571.8746936715,447524.982950633
Z000101232,B000022832,인천한빛초등학교,초등학교,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2023-03-22,177360.0252685551,536106.9073596385
Z000102987,B000004101,시흥은행초등학교,초등학교,7530000,경기도교육청,7781000,경기도시흥교육지원청,2023-03-22,182377.73163602423,538125.9130393646
Z000104893,B000006816,청해초등학교,초등학교,8490000,전라남도교육청,8701000,전라남도완도교육지원청,2023-03-22,175004.9114130476,196001.11377279463
Z000150510,B000006816,청해초등학교,초등학교,8490000,전라남도교육청,8701000,전라남도완도교육지원청,2023-03-22,175004.9114130476,196001.11377279463
Z000150680,B000006816,청해초등학교,초등학교,8490000,전라남도교육청,8701000,전라남도완도교육지원청,2023-03-22,175004.9114130476,196001.11377279463
Z000106115,B000005736,조치원교동초등학교,초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2023-03-22,226710.294687933,445263.8972292758
Z000150625,B000005736,조치원교동초등학교,초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2023-03-22,226710.294687933,445263.8972292758
Z000101424,B000003331,삼도초등학교,초등학교,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2023-03-22,172724.42365135797,285323.0447413041
Z000101626,B000003495,남외초등학교,초등학교,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2023-03-22,412946.5112313758,332395.9893851769
Z000100936,B000002807,대구내서초등학교,초등학교,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2023-03-22,341501.888374226,364096.7498680405
Z000103477,B000005327,세성초등학교,초등학교,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2023-03-22,286316.6716151554,478885.4962743536
Z000105982,B000007980,도리초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2023-03-22,150290.0664757442,101045.312336092
Z000101034,B000002915,대구장산초등학교,초등학교,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2023-03-22,337860.7181230243,362987.8039870197
Z000103130,B000004971,철암초등학교,초등학교,7800000,강원도교육청,7851000,강원도태백교육지원청,2023-03-22,381504.88755984895,504530.7141472659
Z000150836,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000150833,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000150835,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000150834,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000150844,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000150843,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000150842,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000150841,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000150840,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000150839,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000150837,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000150832,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000150830,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000150831,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000150829,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000105025,B000007002,모아초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,402747.8728677133,371513.8780394674
Z000103328,B000005187,양구초등학교,초등학교,7800000,강원도교육청,7951000,강원도양구교육지원청,2023-03-22,286943.65749224904,611823.5130130141
Z000150920,B000024401,서진초등학교,초등학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2023-03-22,296287.7718667311,286329.7023151788
Z000104380,B000006285,무주초등학교,초등학교,8320000,전라북도교육청,8411000,전라북도무주교육지원청,2023-03-22,259580.14570113755,379455.0817195228
Z000103355,B000005218,거성초등학교,초등학교,7800000,강원도교육청,7971000,강원도고성교육지원청,2023-03-22,327240.2752819769,651134.7673677665
Z000105616,B000007621,산양초등학교풍화분교장,초등학교,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2023-03-22,324284.096149343,248734.3658342947
Z000100652,B000002522,연지초등학교,초등학교,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2023-03-22,386974.88741108414,288130.3467318299
Z000106002,B000008006,애월초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2023-03-22,137038.81383204053,97032.74959382374
Z000100352,B000002219,서울신곡초등학교,초등학교,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2023-03-22,187258.764109773,548817.7230441679
Z000103156,B000004988,조산초등학교,초등학교,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2023-03-22,343181.46544112137,613846.461293198
Z000103156,B000004988,조산초등학교,초등학교,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2023-03-22,150352.88152858097,561713.5677941842
Z000100935,B000002829,대구구암초등학교,초등학교,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2023-03-22,340604.2510934789,371188.7342702216
Z000102930,B000004405,서운초등학교,초등학교,7530000,경기도교육청,7761000,경기도안성교육지원청,2023-03-22,222732.92563493864,483085.9872089548
Z000100058,B000001894,서울불광초등학교,초등학교,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2023-03-22,193899.7992670065,557001.6790555365
Z000100846,B000002722,죽성초등학교,초등학교,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2023-03-22,404247.21078817936,296286.0921147817
Z000100906,B000002752,대구용호초등학교,초등학교,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2023-03-22,351026.8523954211,365704.8139072541
Z000106308,B000025756,인천청호초등학교,초등학교,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2023-03-22,168296.01510407808,548825.6717677127
Z000151271,B000008074,성읍초등학교,초등학교,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2023-03-22,181202.9320103144,87838.35188673157
Z000106063,B000008074,성읍초등학교,초등학교,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2023-03-22,181202.9320103144,87838.35188673157
Z000106075,B000008071,태흥초등학교,초등학교,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2023-03-22,176055.0257947663,76995.38229889062
Z000100928,B000002809,대구경운초등학교,초등학교,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2023-03-22,340272.4184716217,363794.7568757313
Z000104607,B000006525,황전초등학교회덕분교장,초등학교,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2023-03-22,245138.4894915973,279270.1723388328
Z000102534,B000004188,안녕초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2023-03-22,200795.08941774376,511839.0960782693
